timestamp,temp,coppia
1.69262E+12,40.8,0.21
1.69262E+12,79.96,0.26
1.69262E+12,100.54,0.03
1.69262E+12,103.35,0.03
1.69262E+12,95.38,0.37
1.69262E+12,93.76,0.18
1.69262E+12,102.5,0.04
1.69262E+12,86.6,0.04
1.69262E+12,89.08,0.34
1.69262E+12,51.66,0.19
1.69262E+12,101.8,0.04
1.69262E+12,92.48,0.11
1.69262E+12,103.48,0.42
1.69262E+12,103,0.06
1.69262E+12,76.63,0.05
1.69262E+12,84.52,0.21
1.69262E+12,102.6,0.43
1.69262E+12,102.55,0.04
1.69262E+12,95.24,0.03
1.69262E+12,82.85,0.24
1.69262E+12,42.07,0.28
1.69262E+12,41.75,0.04
1.69262E+12,96.25,0.04
1.69262E+12,86.3,0.33
1.69262E+12,103,0.23
1.69262E+12,103.3,0.04
1.69262E+12,89.58,0.03
1.69262E+12,103,0.43
1.69262E+12,102.8,0.15
1.69262E+12,90.25,0.04
1.69262E+12,92.72,0.08
1.69262E+12,60.52,0.43
1.69262E+12,90.27,0.06
1.69262E+12,92.66,0.04
1.69262E+12,102.76,0.08
1.69262E+12,91.9,0.39
1.69262E+12,94.06,0.05
1.69262E+12,101.57,0.04
1.69262E+12,101.8,0.24
1.69262E+12,98.44,0.31
1.69262E+12,78.68,0.03
1.69262E+12,70.5,0.03
1.69262E+12,86.5,0.29
1.69262E+12,86.72,0.31
1.69262E+12,100.86,0.05
1.69262E+12,102.65,0.05
1.69262E+12,98.13,0.39
1.69262E+12,91.18,0.16
1.69262E+12,93.9,0.05
1.69262E+12,97.4,0.08
1.69262E+12,87.78,0.43
1.69262E+12,92,0.16
1.69262E+12,91.4,0.05
1.69262E+12,82.8,0.15
1.69262E+12,100.8,0.41
1.69262E+12,102.98,0.05
1.69262E+12,102.9,0.05
1.69262E+12,90.1,0.22
1.69262E+12,79.32,0.33
1.69262E+12,91.63,0.05
1.69262E+12,91.8,0.05
1.69262E+12,87.7,0.21
1.69262E+12,89.48,0.26
1.69262E+12,77.85,0.04
1.69262E+12,84.13,0.03
1.69262E+12,85.26,0.35
1.69262E+12,103.62,0.19
1.69262E+12,103,0.03
1.69262E+12,82.3,0.03
1.69262E+12,83.12,0.34
1.69262E+12,83.17,0.18
1.69262E+12,91.65,0.04
1.69262E+12,95.43,0.14
1.69262E+12,97.76,0.43
1.69262E+12,102,0.06
1.69262E+12,101.9,0.05
1.69262E+12,83.26,0.19
1.69262E+12,89.93,0.41
1.69262E+12,103.27,0.04
1.69262E+12,103.2,0.03
1.69262E+12,90.24,0.26
1.69262E+12,82.98,0.27
1.69262E+12,78.05,0.04
1.69262E+12,77.5,0.04
1.69262E+12,89.9,0.33
1.69262E+12,100.95,0.23
1.69262E+12,103.05,0.03
1.69262E+12,103.4,0.03
1.69262E+12,89.38,0.38
1.69262E+12,103.16,0.15
1.69262E+12,102.75,0.04
1.69262E+12,86.55,0.08
1.69262E+12,93.2,0.42
1.69262E+12,77.65,0.06
1.69262E+12,78,0.04
1.69262E+12,94.9,0.07
1.69262E+12,91.38,0.38
1.69262E+12,102.98,0.03
1.69262E+12,102.95,0.03
1.69262E+12,91.8,0.22
1.69262E+12,102.32,0.31
1.69262E+12,102.95,0.04
1.69262E+12,101.63,0.04
1.69262E+12,94.77,0.28
1.69262E+12,78.38,0.33
1.69262E+12,74.35,0.03
1.69262E+12,78.02,0.03
1.69262E+12,94.26,0.39
1.69262E+12,103.25,0.17
1.69262E+12,103.05,0.04
1.69262E+12,91.12,0.08
1.69262E+12,94.15,0.43
1.69262E+12,103.3,0.1
1.69262E+12,103,0.04
1.69262E+12,96.03,0.14
1.69262E+12,72.3,0.4
1.69262E+12,60.13,0.05
1.69262E+12,60.45,0.05
1.69262E+12,91.78,0.22
1.69262E+12,98.66,0.34
1.69262E+12,95.1,0.03
1.69262E+12,95.15,0.03
1.69262E+12,88.06,0.21
1.69262E+12,101.04,0.26
1.69262E+12,102.65,0.02
1.69262E+12,97.6,0.02
1.69262E+12,90.16,0.38
1.69262E+12,74.2,0.18
1.69262E+12,77.8,0.04
1.69262E+12,90.6,0.04
1.69262E+12,82.7,0.36
1.69262E+12,103.23,0.18
1.69262E+12,103.15,0.05
1.69262E+12,87.83,0.11
1.69262E+12,89.42,0.43
1.69262E+12,103.12,0.06
1.69262E+12,103,0.04
1.69262E+12,99.5,0.21
1.69262E+12,88.3,0.43
1.69262E+12,84.2,0.04
1.69262E+12,84.55,0.03
1.69262E+12,92.35,0.24
1.69262E+12,97.52,0.28
1.69262E+12,102.05,0.04
1.69262E+12,102.53,0.04
1.69262E+12,90.44,0.32
1.69262E+12,103.52,0.23
1.69262E+12,103.05,0.03
1.69262E+12,99.5,0.03
1.69262E+12,92.4,0.35
1.69262E+12,80.08,0.12
1.69262E+12,80.9,0.04
1.69262E+12,88.7,0.07
1.69262E+12,97.82,0.44
1.69262E+12,102.24,0.06
1.69262E+12,102.1,0.03
1.69262E+12,95.25,0.06
1.69262E+12,95.58,0.39
1.69262E+12,103.1,0.05
1.69262E+12,103.05,0.05
1.69262E+12,90.86,0.23
1.69262E+12,87.4,0.32
1.69262E+12,102.55,0.05
1.69262E+12,102.7,0.05
1.69262E+12,90.2,0.24
1.69262E+12,81.14,0.31
1.69262E+12,64.4,0.05
1.69262E+12,83.23,0.05
1.69262E+12,81.08,0.39
1.69262E+12,103.32,0.16
1.69262E+12,102.85,0.03
1.69262E+12,87.1,0.06
1.69262E+12,90.64,0.44
1.69262E+12,102.73,0.15
1.69262E+12,102.65,0.03
1.69262E+12,99.93,0.2
1.69262E+12,86.96,0.4
1.69262E+12,78.75,0.05
1.69262E+12,78.6,0.04
1.69262E+12,82.6,0.22
1.69262E+12,94.92,0.33
1.69262E+12,102.75,0.03
1.69262E+12,98.75,0.03
1.69262E+12,88.1,0.26
1.69262E+12,102.5,0.26
1.69262E+12,95.4,0.04
1.69262E+12,88.68,0.04
1.69262E+12,86.84,0.38
1.69262E+12,81.97,0.18
1.69262E+12,91.85,0.04
1.69262E+12,90.58,0.04
1.69262E+12,102.6,0.36
1.69262E+12,102.55,0.14
1.69262E+12,94.47,0.05
1.69262E+12,87.92,0.11
1.69262E+12,87.3,0.43
1.69262E+12,87.6,0.06
1.69262E+12,98.23,0.04
1.69262E+12,93.6,0.1
1.69262E+12,102.32,0.43
1.69262E+12,102.3,0.05
1.69262E+12,92.7,0.03
1.69262E+12,93.06,0.3
1.69262E+12,102.75,0.29
1.69262E+12,103.13,0.05
1.69262E+12,89.3,0.05
1.69262E+12,80.52,0.33
1.69262E+12,73.85,0.23
1.69262E+12,70.73,0.03
1.69262E+12,80.08,0.03
1.69262E+12,102.57,0.4
1.69262E+12,102.2,0.12
1.69262E+12,101.27,0.03
1.69262E+12,91.42,0.06
1.69262E+12,103.02,0.44
1.69262E+12,89.08,0.06
1.69262E+12,83.7,0.04
1.69262E+12,77.2,0.07
1.69262E+12,77.45,0.37
1.69262E+12,93.04,0.03
1.69262E+12,100.32,0.03
1.69262E+12,102.2,0.23
1.69262E+12,102.2,0.3
1.69262E+12,85.66,0.03
1.69262E+12,97.68,0.03
1.69262E+12,102.9,0.23
1.69262E+12,100.8,0.29
1.69262E+12,91.82,0.05
1.69262E+12,88.83,0.05
1.69262E+12,90.4,0.38
1.69262E+12,96.15,0.16
1.69262E+12,85.7,0.03
1.69262E+12,81.68,0.06
1.69262E+12,78.8,0.45
1.69262E+12,82.64,0.17
1.69262E+12,95.04,0.04
1.69262E+12,102.87,0.13
1.69262E+12,102.7,0.41
1.69262E+12,91.92,0.05
1.69262E+12,75.02,0.05
1.69262E+12,83.8,0.22
1.69262E+12,84,0.4
1.69262E+12,98.12,0.04
1.69262E+12,98.98,0.03
1.69262E+12,95.7,0.29
1.69262E+12,94.08,0.25
1.69262E+12,86.78,0.04
1.69262E+12,103.16,0.04
1.69262E+12,102.55,0.35
1.69262E+12,90.35,0.17
1.69262E+12,91.32,0.03
1.69262E+12,87.65,0.03
1.69262E+12,99.45,0.38
1.69262E+12,97.75,0.13
1.69262E+12,92.2,0.04
1.69262E+12,79.17,0.13
1.69262E+12,79,0.41
1.69262E+12,81.6,0.05
1.69262E+12,95.78,0.04
1.69262E+12,102.88,0.15
1.69262E+12,92.48,0.42
1.69262E+12,101.65,0.05
1.69262E+12,103.15,0.04
1.69262E+12,102.13,0.26
1.69262E+12,86.02,0.27
1.69262E+12,67.58,0.03
1.69262E+12,54.55,0.02
1.69262E+12,71.45,0.29
1.69262E+12,90.04,0.28
1.69262E+12,103.14,0.03
1.69262E+12,102.7,0.03
1.69262E+12,96.35,0.38
1.69262E+12,94.92,0.13
1.69262E+12,102.25,0.05
1.69262E+12,102.4,0.1
1.69262E+12,92.35,0.41
1.69262E+12,73.32,0.05
1.69262E+12,65.07,0.03
1.69262E+12,91.14,0.11
1.69262E+12,103.12,0.38
1.69262E+12,103,0.05
1.69262E+12,69.3,0.05
1.69262E+12,97.23,0.22
1.69262E+12,90.16,0.32
1.69262E+12,102.3,0.05
1.69262E+12,93.27,0.05
1.69262E+12,98.16,0.36
1.69262E+12,80.38,0.27
1.69262E+12,79.15,0.03
1.69262E+12,74.63,0.03
1.69262E+12,94.13,0.39
1.69262E+12,103.44,0.15
1.69262E+12,102.95,0.04
1.69262E+12,85.2,0.08
1.69262E+12,84.84,0.44
1.69262E+12,83.7,0.17
1.69262E+12,83.95,0.05
1.69262E+12,96.76,0.14
1.69262E+12,101.26,0.41
1.69262E+12,98.83,0.04
1.69262E+12,98.9,0.04
1.69262E+12,90.52,0.22
1.69262E+12,99.96,0.41
1.69262E+12,102.7,0.05
1.69262E+12,91.83,0.05
1.69262E+12,92.28,0.36
1.69262E+12,85.92,0.25
1.69262E+12,93.3,0.05
1.69262E+12,96.93,0.05
1.69262E+12,92.9,0.37
1.69262E+12,86.82,0.18
1.69262E+12,86.3,0.03
1.69262E+12,78.53,0.02
1.69262E+12,91.4,0.36
1.69262E+12,103.08,0.09
1.69262E+12,102.85,0.03
1.69262E+12,91.3,0.09
1.69262E+12,101.02,0.42
1.69262E+12,103.15,0.05
1.69262E+12,103.15,0.03
1.69262E+12,92.4,0.08
1.69262E+12,71.34,0.41
1.69262E+12,61.85,0.03
1.69262E+12,103.1,0.03
1.69262E+12,86.52,0.24
1.69262E+12,102.96,0.29
1.69262E+12,102.85,0.04
1.69262E+12,100.67,0.04
1.69262E+12,90.24,0.29
1.69262E+12,100.33,0.28
1.69262E+12,100.9,0.04
1.69262E+12,100.95,0.04
1.69262E+12,89.4,0.4
1.69262E+12,90.18,0.12
1.69262E+12,89.75,0.03
1.69262E+12,96.85,0.06
1.69262E+12,95.24,0.44
1.69262E+12,103,0.13
1.69262E+12,102.9,0.03
1.69262E+12,91.46,0.14
1.69262E+12,85.38,0.4
1.69262E+12,79.85,0.03
1.69262E+12,80.05,0.03
1.69262E+12,86.98,0.29
1.69262E+12,100.62,0.32
1.69262E+12,102.47,0.05
1.69262E+12,82.13,0.05
1.69262E+12,87.74,0.22
1.69262E+12,103.48,0.23
1.69262E+12,103.05,0.03
1.69262E+12,91.9,0.03
1.69262E+12,87.7,0.38
1.69262E+12,70.98,0.17
1.69262E+12,76.45,0.04
1.69262E+12,100.95,0.04
1.69262E+12,96.6,0.37
1.69262E+12,103.15,0.17
1.69262E+12,103.1,0.03
1.69262E+12,92.04,0.13
1.69262E+12,93.36,0.4
1.69262E+12,103.6,0.05
1.69262E+12,103.6,0.05
1.69262E+12,100.92,0.19
1.69262E+12,62.38,0.41
1.69262E+12,46.65,0.05
1.69262E+12,76.3,0.04
1.69262E+12,85.46,0.3
1.69262E+12,103.1,0.26
1.69262E+12,102.75,0.04
1.69262E+12,96.85,0.03
1.69262E+12,89.38,0.38
1.69262E+12,93.28,0.18
1.69262E+12,104,0.03
1.69262E+12,99.2,0.03
1.69262E+12,83.22,0.34
1.69262E+12,42.3,0.11
1.69262E+12,42.03,0.04
1.69262E+12,87.03,0.1
1.69262E+12,98.1,0.43
1.69262E+12,103.02,0.05
1.69262E+12,103,0.03
1.69262E+12,90.98,0.1
1.69262E+12,101.9,0.42
1.69262E+12,103,0.06
1.69262E+12,102.6,0.05
1.69262E+12,89.78,0.25
1.69262E+12,62.17,0.28
1.69262E+12,49.35,0.05
1.69262E+12,77.5,0.05
1.69262E+12,86.32,0.3
1.69262E+12,102.95,0.27
1.69262E+12,102.75,0.03
1.69262E+12,93.38,0.03
1.69262E+12,97.5,0.4
1.69262E+12,103.88,0.13
1.69263E+12,103.85,0.05
1.69263E+12,88.1,0.08
1.69263E+12,62.32,0.43
1.69263E+12,42,0.06
1.69263E+12,90.84,0.04
1.69263E+12,103.4,0.12
1.69263E+12,102.8,0.4
1.69263E+12,102.8,0.04
1.69263E+12,86.74,0.03
1.69263E+12,89.94,0.28
1.69263E+12,104.1,0.32
1.69263E+12,89.77,0.05
1.69263E+12,97.7,0.05
1.69263E+12,41.78,0.24
1.69263E+12,88.7,0.23
1.69263E+12,89.95,0.03
1.69263E+12,102.7,0.03
1.69263E+12,102.3,0.39
1.69263E+12,81.35,0.17
1.69263E+12,100.44,0.03
1.69263E+12,104.08,0.03
1.69263E+12,104.1,0.38
1.69263E+12,93.67,0.16
1.69263E+12,71.04,0.03
1.69263E+12,42.2,0.13
1.69263E+12,75.46,0.4
1.69263E+12,101.62,0.04
1.69263E+12,102.5,0.04
1.69263E+12,101.7,0.22
1.69263E+12,93.84,0.42
1.69263E+12,99.68,0.05
1.69263E+12,103.8,0.05
1.69263E+12,101.7,0.3
1.69263E+12,87.64,0.27
1.69263E+12,41.75,0.04
1.69263E+12,95.1,0.04
1.69263E+12,95.4,0.37
1.69263E+12,102.9,0.18
1.69263E+12,102.8,0.03
1.69263E+12,90.47,0.03
1.69263E+12,96.18,0.36
1.69263E+12,103.98,0.11
1.69263E+12,103.75,0.05
1.69263E+12,91.52,0.11
1.69263E+12,65.16,0.43
1.69263E+12,41.9,0.04
1.69263E+12,65.1,0.03
1.69263E+12,89.46,0.1
1.69263E+12,91.65,0.43
1.69263E+12,102.7,0.05
1.69263E+12,102.93,0.05
1.69263E+12,90.72,0.26
1.69263E+12,104.2,0.27
1.69263E+12,104,0.03
1.69263E+12,88.28,0.03
1.69263E+12,76.04,0.27
1.69263E+12,40.23,0.29
1.69263E+12,92.43,0.03
1.69263E+12,99.74,0.03
1.69263E+12,102.77,0.39
1.69263E+12,102.7,0.13
1.69263E+12,84.32,0.05
1.69263E+12,89.14,0.08
1.69263E+12,104.05,0.42
1.69263E+12,104.15,0.08
1.69263E+12,92.98,0.04
1.69263E+12,66.36,0.14
1.69263E+12,40.95,0.38
1.69263E+12,100.7,0.04
1.69263E+12,81.78,0.04
1.69263E+12,102.94,0.24
1.69263E+12,102.6,0.32
1.69263E+12,90.4,0.04
1.69263E+12,97.73,0.04
1.69263E+12,104.44,0.23
1.69263E+12,104.2,0.25
1.69263E+12,93.73,0.05
1.69263E+12,75.46,0.05
1.69263E+12,56.03,0.39
1.69263E+12,74.54,0.17
1.69263E+12,94.63,0.05
1.69263E+12,102.67,0.05
1.69263E+12,102.45,0.37
1.69263E+12,95.63,0.17
1.69263E+12,87.65,0.03
1.69263E+12,104.85,0.13
1.69263E+12,94.27,0.41
1.69263E+12,90.46,0.04
1.69263E+12,70.96,0.03
1.69263E+12,82.15,0.22
1.69263E+12,90.74,0.39
1.69263E+12,102.82,0.05
1.69263E+12,102.4,0.04
1.69263E+12,96.93,0.27
1.69263E+12,93.38,0.25
1.69263E+12,105,0.04
1.69263E+12,105.05,0.04
1.69263E+12,89.93,0.36
1.69263E+12,91.4,0.21
1.69263E+12,65.9,0.05
1.69263E+12,65.7,0.05
1.69263E+12,88.28,0.35
1.69263E+12,90.42,0.12
1.69263E+12,102.4,0.03
1.69263E+12,103.3,0.1
1.69263E+12,90.9,0.39
1.69263E+12,100.75,0.06
1.69263E+12,105.05,0.05
1.69263E+12,89.55,0.09
1.69263E+12,83.32,0.37
1.69263E+12,69.78,0.05
1.69263E+12,91.35,0.05
1.69263E+12,89.86,0.24
1.69263E+12,102.73,0.28
1.69263E+12,102.4,0.03
1.69263E+12,71.3,0.03
1.69263E+12,92.84,0.27
1.69263E+12,104.3,0.28
1.69263E+12,104.45,0.03
1.69263E+12,91.8,0.03
1.69263E+12,87.58,0.39
1.69263E+12,75.63,0.12
1.69263E+12,75.6,0.03
1.69263E+12,92.46,0.06
1.69263E+12,86.66,0.45
1.69263E+12,102.55,0.13
1.69263E+12,92.17,0.04
1.69263E+12,98.28,0.15
1.69263E+12,92.73,0.39
1.69263E+12,95.6,0.04
1.69263E+12,101,0.03
1.69263E+12,82.42,0.27
1.69263E+12,94.84,0.31
1.69263E+12,92.35,0.05
1.69263E+12,74.58,0.05
1.69263E+12,98.82,0.23
1.69263E+12,102.8,0.24
1.69263E+12,102.7,0.05
1.69263E+12,93.95,0.05
1.69263E+12,75.15,0.37
1.69263E+12,75.8,0.17
1.69263E+12,75.95,0.03
1.69263E+12,85.74,0.03
1.69263E+12,102.16,0.38
1.69263E+12,102.2,0.15
1.69263E+12,102.57,0.03
1.69263E+12,94.9,0.14
1.69263E+12,102.85,0.4
1.69263E+12,102.85,0.03
1.69263E+12,92.5,0.03
1.69263E+12,87.64,0.26
1.69263E+12,85.15,0.4
1.69263E+12,85.9,0.05
1.69263E+12,93.02,0.05
1.69263E+12,94.9,0.28
1.69263E+12,100.88,0.27
1.69263E+12,100.6,0.05
1.69263E+12,91.27,0.05
1.69263E+12,87.96,0.37
1.69263E+12,103.03,0.22
1.69263E+12,102.9,0.04
1.69263E+12,90.46,0.04
1.69263E+12,98.64,0.39
1.69263E+12,87.07,0.11
1.69263E+12,87.93,0.04
1.69263E+12,89.82,0.11
1.69263E+12,95.37,0.43
1.69263E+12,100.17,0.06
1.69263E+12,90.84,0.04
1.69263E+12,103.34,0.12
1.69263E+12,102.9,0.35
1.69263E+12,81.63,0.03
1.69263E+12,81.76,0.03
1.69263E+12,75.4,0.24
1.69263E+12,88.42,0.28
1.69263E+12,92.98,0.05
1.69263E+12,89.55,0.05
1.69263E+12,89.45,0.23
1.69263E+12,88.8,0.27
1.69263E+12,99.76,0.04
1.69263E+12,103,0.04
1.69263E+12,102.85,0.39
1.69263E+12,87.18,0.13
1.69263E+12,89.8,0.03
1.69263E+12,93.15,0.07
1.69263E+12,83.5,0.44
1.69263E+12,95.26,0.12
1.69263E+12,92.8,0.03
1.69263E+12,78.13,0.14
1.69263E+12,93.38,0.39
1.69263E+12,103.28,0.03
1.69263E+12,102.75,0.03
1.69263E+12,96.87,0.23
1.69263E+12,69.66,0.32
1.69263E+12,78.57,0.03
1.69263E+12,78.7,0.03
1.69263E+12,85.82,0.22
1.69263E+12,91.07,0.23
1.69263E+12,103.2,0.05
1.69263E+12,103.15,0.05
1.69263E+12,96.16,0.38
1.69263E+12,96.42,0.16
1.69263E+12,102.8,0.03
1.69263E+12,79.55,0.03
1.69263E+12,90.6,0.38
1.69263E+12,88.97,0.17
1.69263E+12,97.97,0.05
1.69263E+12,94.72,0.14
1.69263E+12,93.54,0.41
1.69263E+12,93.1,0.04
1.69263E+12,83.5,0.03
1.69263E+12,83.64,0.14
1.69263E+12,102.88,0.4
1.69263E+12,102.65,0.06
1.69263E+12,97.83,0.05
1.69263E+12,91.44,0.29
1.69263E+12,88.43,0.27
1.69263E+12,88.75,0.03
1.69263E+12,87.68,0.03
1.69263E+12,87,0.36
1.69263E+12,93.2,0.22
1.69263E+12,98.1,0.04
1.69263E+12,89.18,0.04
1.69263E+12,102.45,0.41
1.69263E+12,102.8,0.13
1.69263E+12,97.6,0.05
1.69263E+12,90.76,0.14
1.69263E+12,87.73,0.42
1.69263E+12,98.38,0.06
1.69263E+12,91.42,0.05
1.69263E+12,99.5,0.1
1.69263E+12,99.1,0.35
1.69263E+12,96.92,0.03
1.69263E+12,102.04,0.03
1.69263E+12,102.98,0.23
1.69263E+12,102.95,0.28
1.69263E+12,93.74,0.05
1.69263E+12,77.36,0.05
1.69263E+12,68,0.24
1.69263E+12,68.15,0.26
1.69263E+12,94.94,0.04
1.69263E+12,93.16,0.03
1.69263E+12,103.15,0.4
1.69263E+12,84.47,0.12
1.69263E+12,97.52,0.03
1.69263E+12,103.6,0.07
1.69263E+12,103.1,0.45
1.69263E+12,103.2,0.14
1.69263E+12,82.04,0.04
1.69263E+12,54.02,0.14
1.69263E+12,57.6,0.38
1.69263E+12,85.1,0.04
1.69263E+12,101.2,0.04
1.69263E+12,103,0.22
1.69263E+12,102.95,0.31
1.69263E+12,89.87,0.03
1.69263E+12,92,0.03
1.69263E+12,103.75,0.23
1.69263E+12,103.75,0.24
1.69263E+12,80.92,0.03
1.69263E+12,66.26,0.03
1.69263E+12,45,0.39
1.69263E+12,74.25,0.15
1.69263E+12,93.78,0.03
1.69263E+12,103.03,0.03
1.69263E+12,102.87,0.38
1.69263E+12,79.4,0.17
1.69263E+12,90.4,0.03
1.69263E+12,92.44,0.15
1.69263E+12,103.65,0.42
1.69263E+12,95.2,0.04
1.69263E+12,87.88,0.03
1.69263E+12,39.73,0.14
1.69263E+12,85.5,0.43
1.69263E+12,84.76,0.04
1.69263E+12,103.05,0.03
1.69263E+12,89.42,0.29
1.69263E+12,103.58,0.26
1.69263E+12,103.75,0.05
1.69263E+12,85.85,0.05
1.69263E+12,88.84,0.35
1.69263E+12,54.18,0.21
1.69263E+12,39.8,0.04
1.69263E+12,103.6,0.04
1.69263E+12,93.7,0.34
1.69263E+12,103.27,0.11
1.69263E+12,103.15,0.04
1.69263E+12,93.4,0.09
1.69263E+12,98.08,0.42
1.69263E+12,103.53,0.05
1.69263E+12,103.35,0.03
1.69263E+12,98.78,0.1
1.69263E+12,74.64,0.43
1.69263E+12,56.97,0.05
1.69263E+12,57.2,0.04
1.69263E+12,91.64,0.25
1.69263E+12,102.9,0.28
1.69263E+12,103.2,0.05
1.69263E+12,103.3,0.05
1.69263E+12,82.38,0.27
1.69263E+12,92.62,0.29
1.69263E+12,103.35,0.05
1.69263E+12,89.17,0.05
1.69263E+12,94.9,0.39
1.69263E+12,61.16,0.14
1.69263E+12,64.2,0.05
1.69263E+12,88.75,0.08
1.69263E+12,88.17,0.43
1.69263E+12,103.1,0.08
1.69263E+12,103.05,0.05
1.69263E+12,88.88,0.07
1.69263E+12,95.22,0.38
1.69263E+12,103.3,0.03
1.69263E+12,103.25,0.03
1.69263E+12,96.6,0.23
1.69263E+12,83.66,0.32
1.69263E+12,91.3,0.05
1.69263E+12,91.45,0.05
